gene_id	gene_name	A.TpM	B.TpM	A_vs_B.log2FC	A_vs_B.pvalue	A_vs_B.FDR
ENSDARG00000000540	asnsd1	19.4133333333333	25.88	0.562017677172099	0.041381915665053	0.321829027639791
ENSDARG00000000542	gtf2e1	14.1033333333333	20.3933333333333	0.573159617923229	0.015478833069274	0.195384223843501
ENSDARG00000000551	slc1a4	25.5066666666667	22.1566666666667	-0.088619365805139	0.65177532721889	1
ENSDARG00000000563	ttnb	10.93	7.02333333333333	-0.555110883490974	0.001406685778204	0.055170839874935
ENSDARG00000000567	znf281a	28.53	26.7666666666667	0.004660676427854	0.978533999633347	1
ENSDARG00000000568	ell	8.91	9.32666666666667	0.150613109362427	0.284839645694635	0.753896408237885
ENSDARG00000000588	grasp	5.18333333333333	9.92	0.989212651024441	2.40589432733039e-05	0.005893885895576
ENSDARG00000000606	dnah7l	0.49	0.45	-0.050889958217713	0.847387447899824	1
ENSDARG00000000631	ptpn4a	13.1266666666667	13.8933333333333	0.166382068760757	0.271217138916031	0.74026844558269
ENSDARG00000000638	opn1mw4	0	0	0	1	1
ENSDARG00000000651	osgepl1	1.38	1.24666666666667	-0.070527773937493	0.833958006457888	1
ENSDARG00000000656	psmb9a	0.066666666666667	0.04	-0.637465892982023	0.556073673122612	0.976363340386802
ENSDARG00000000666	creg2	7.03666666666667	7.40333333333333	0.163193679770854	0.320805738902083	0.79236081641187
ENSDARG00000000690	sypl2b	15.6866666666667	15.7133333333333	0.088354493157764	0.544270715127329	0.967801407008157
ENSDARG00000000729	daxx	19.0766666666667	15.29	-0.232037880894798	0.117884688145302	0.525107468465378
ENSDARG00000000730	slc6a13	3.42	2.52333333333333	-0.339797549696374	0.445971680679938	0.888001563030781
ENSDARG00000000747	lcmt2	2.24	1.64333333333333	-0.351940424207076	0.130743951363532	0.552374982631257
ENSDARG00000000760	znf511	5.30666666666667	4.62666666666667	-0.116154630990263	0.694059279352941	1
ENSDARG00000000767	spi1b	1.63666666666667	1.54333333333333	-0.304531022069788	0.385055454190872	0.850992854994095
ENSDARG00000000779	scfd1	25.6566666666667	22.37	-0.114920163200307	0.421671799906169	0.867506974381451
ENSDARG00000000796	nr4a1	6.41666666666667	3.73333333333333	-0.691265551015985	0.021531965002662	0.230903739540829
ENSDARG00000000804	rassf6	10.8666666666667	13.6633333333333	0.414420011245718	0.067554229605292	0.406975849992079
ENSDARG00000000830	telo2	5.39666666666667	4.75	-0.090243686796789	0.587962035949014	0.991833622483619
ENSDARG00000000837	snx9a	3.95666666666667	2.31666666666667	-0.688003561309724	0.025294081230436	0.2533146556433
ENSDARG00000000853	dstyk	30.7666666666667	28.9	0.033532887843508	0.865901319268942	1
ENSDARG00000000857	mapk14a	36.76	39.4433333333333	0.191437463637368	0.427778609260843	0.872735398202475
ENSDARG00000000861	scrib	26.01	23.5166666666667	-0.059920140769744	0.722912268848553	1
ENSDARG00000000887	GTSF1 (1 of 2)	34.8933333333333	33.1666666666667	0.013968064038122	0.94122021810307	1
ENSDARG00000000906	skap2	2.20333333333333	1.77333333333333	-0.219765580527231	0.393823123928008	0.8532864669209
ENSDARG00000000935	unk	5.77666666666667	4.13	-0.61024813437846	0.031032188736501	0.282932182848942
ENSDARG00000000943	dzip1	12.65	10.2133333333333	-0.227210479794421	0.210323048440579	0.666397601712243
ENSDARG00000000966	ncor2	10.3166666666667	8.69	-0.098271335280716	0.587928719262631	0.991829956688049
ENSDARG00000001014	myh9b	38.88	38.7	0.084031716582075	0.573319117492083	0.98454853182318
ENSDARG00000001015	znf384l	6.15	5.22333333333333	-0.190718771311961	0.358841087764075	0.834831771643108
ENSDARG00000001057	bysl	45.64	49.7033333333333	0.303655498035993	0.280774323286685	0.751559163630609
ENSDARG00000001127	slc17a6a	2.34333333333333	1.55	-0.516253593459594	0.020183121552378	0.223184677805061
ENSDARG00000001129	dicer1	7.92	7.14666666666667	-0.016523955368735	0.935095274268189	1
ENSDARG00000001154	rimbp2	0.323333333333333	0.5	0.116880936880064	0.821083061356432	1
ENSDARG00000001162	matr3l1.1	19.38	25.7866666666667	0.501161705549553	0.001635550146731	0.059766711459968
ENSDARG00000001169	hsd17b8	1.15	0.806666666666667	-0.686687306475158	0.161587342920649	0.59870459087131
ENSDARG00000001210	arl14ep	43.61	39.31	0.015744840616544	0.946454355699022	1
ENSDARG00000001220	mycbp2	8.7	6.43	-0.333039112824981	0.051243815088022	0.356843563484689
ENSDARG00000001234	map4k2	2.78	3.12666666666667	-0.071012304958961	0.854535033840563	1
ENSDARG00000001241	puf60b	91.69	92.1933333333333	0.149021816945028	0.5473023926533	0.969946538610442
ENSDARG00000001244	srrm1	8.06666666666667	8.83333333333333	0.256867890354628	0.295260660530576	0.76618503754462
ENSDARG00000001249	pcgf1	9.11	8.17666666666667	-0.066809941433797	0.678954548169805	1
ENSDARG00000001259	CABZ01086367.1	1.61	2.15666666666667	0.503143426878673	0.119353153170825	0.527652205050345
ENSDARG00000001303	psmb8	0	0	0	1	1
ENSDARG00000001313	g2e3	26.46	23.2666666666667	-0.129580427193489	0.567520759187296	0.98435998136473
ENSDARG00000001354	slc6a13l	2.96333333333333	3.36333333333333	0.265743594213727	0.17230139351542	0.614235351299093
ENSDARG00000001414	mctp2a	3.41333333333333	3.71666666666667	0.219559494388707	0.303234123281941	0.77560815389607
ENSDARG00000001431	actn3b	91.1766666666667	65.5133333333333	-0.387232531726426	0.028734028483798	0.270883329248482
ENSDARG00000001437	slc2a1a	31.2333333333333	29.65	-0.060653664119432	0.872190446002556	1
ENSDARG00000001442	inppl1b	1.05	1.04333333333333	0.121946129258169	0.654251823624065	1
ENSDARG00000001447	mier1b	10.8833333333333	12.73	0.308568651946416	0.040214167899766	0.317476600174482
ENSDARG00000001452	adam8a	5.81	5.95	0.119125234249935	0.401769080322373	0.859715300217067
ENSDARG00000001463	tdh2	0.386666666666667	0.106666666666667	-2.20299923572911	0.008175537305735	0.14012752574466
ENSDARG00000001470	mhc1zea	4.60333333333333	3.46	-0.322325702420613	0.110800717006588	0.510439814047277
ENSDARG00000001498	skap1	1.95	2.73	0.520650446557083	0.041515575891509	0.322416989705133
ENSDARG00000001549	sp3a	22.7433333333333	19.0566666666667	-0.169154211727168	0.180918959001763	0.62040767603415
ENSDARG00000001557	tomm34	17.5066666666667	17.52	0.17557931055728	0.580040715266436	0.986757591259713
ENSDARG00000001558	kifc1	68.3066666666667	64.1	-0.003504207114396	0.983878326080199	1
ENSDARG00000001559	csmd2	0.426666666666667	0.303333333333333	-0.409883485390444	0.049001122394288	0.349504758094261
ENSDARG00000001572	prf1.3	0	0	0	1	1
ENSDARG00000001578	echs1	35.6166666666667	20.3666666666667	-0.71775921363485	0.000673754911787	0.037578060727993
ENSDARG00000001621	nfyal	5.87333333333333	4.51	-0.72747654243676	0.054896368034422	0.369576385144687
ENSDARG00000001634	kirrela	13.5033333333333	11.4033333333333	-0.152153779502691	0.41127994223799	0.859715300217067
ENSDARG00000001656	psmb10	0.036666666666667	0.076666666666667	1.03707405512829	0.492242225779177	0.927654782199507
ENSDARG00000001676	gpm6bb	37.4266666666667	20.4966666666667	-0.785692261099752	8.56032464229481e-05	0.01119632428662
ENSDARG00000001686	uckl1a	0.923333333333333	0.83	0.11669824999125	0.785090324615429	1
ENSDARG00000001710	flot1a	23.4633333333333	21.6633333333333	-0.031562159409465	0.847810919436074	1
ENSDARG00000001712	si:ch211-247n2.1	1.03	1.21333333333333	0.242072535709471	0.526880288747505	0.954577116608363
ENSDARG00000001721	oc90	18.8233333333333	25.33	0.517248256277891	0.011344321760296	0.165422442811422
ENSDARG00000001729	strn3	33.5633333333333	38.9433333333333	0.30105289508762	0.076105145452757	0.43165103601673
ENSDARG00000001733	gulp1a	11.78	8.98333333333333	-0.386217878562605	0.123231524914687	0.535702207747481
ENSDARG00000001734	fkbp8	8.08666666666667	6.71666666666667	-0.189574069247273	0.313759111309874	0.783893184112777
ENSDARG00000001754	noc2l	31.17	44.5566666666667	0.615440545061599	0.014472639410581	0.188820216021622
ENSDARG00000001760	tnxb	0.023333333333333	0.053333333333333	0.803167744217407	0.374812943078638	0.850755366710389
ENSDARG00000001767	slc29a2	7.23666666666667	2.95	-0.987912139462751	0.023949064006306	0.245796275027012
ENSDARG00000001769	ptpra	18.48	16.4566666666667	-0.083062593646013	0.516092317370782	0.946591099065124
ENSDARG00000001771	otol1a	0.026666666666667	0.026666666666667	-2.21601619548722	0.180472542286299	0.619532762973891
ENSDARG00000001776	stim2b	1.40666666666667	0.953333333333333	-0.460332810882253	0.072320140707515	0.421287638762068
ENSDARG00000001777	nup155	29.43	20.3066666666667	-0.527021787464328	0.017636133236337	0.208330094650448
ENSDARG00000001781	tspan11	12.1966666666667	11.7633333333333	-0.136118591923684	0.69956705276274	1
ENSDARG00000001782	prkacba	7.8	10.91	0.492374926751281	0.057203930081751	0.375855902891173
ENSDARG00000001785	irx2a	4.16666666666667	3.16	-0.338334654244881	0.190850368923458	0.636907859070037
ENSDARG00000001788	atp5o	265.57	235.31	-0.087551920428226	0.511048642550268	0.941862598783254
ENSDARG00000001803	kcnh6a	0.85	0.616666666666667	-0.349631536213581	0.156206543646358	0.592650678521033
ENSDARG00000001804	zgc:112148	2.58666666666667	2.33333333333333	-0.0936352152715	0.769468429539664	1
ENSDARG00000001807	tnfrsf21	2.08333333333333	2.31333333333333	0.232773621826268	0.241690086297453	0.701610206270681
ENSDARG00000001817	CABZ01112877.1	3.12666666666667	2.53333333333333	-0.20364079312345	0.615385374812775	1
ENSDARG00000001818	c3b.2	8.67333333333333	9.38333333333333	0.198550367167833	0.363706707408525	0.839893228253158
ENSDARG00000001825	cfap43	0.526666666666667	0.566666666666667	0.144788520242598	0.609632017462075	1
ENSDARG00000001829	zgc:112982	24.3	39.4433333333333	0.78999988723447	0.000255262662953	0.020738137824164
ENSDARG00000001835	nalcn	1.01333333333333	0.96	-0.010369219024195	0.968485405542335	1
ENSDARG00000001857	aff4	15.2166666666667	15.6	0.125454155509111	0.364430595821778	0.840322777163032
ENSDARG00000001859	dbx1b	21.1433333333333	15.1866666666667	-0.392758288387046	0.03333661061538	0.290868777607674
ENSDARG00000001870	atp1a1a.4	52.9366666666667	67.0633333333333	0.089053866348907	0.705917828940181	1
ENSDARG00000001873	phgdh	52.6333333333333	29.61	-0.754690461577531	0.006668733109953	0.126006392873842
ENSDARG00000001879	nav2b	8.55	9.93	0.296593899634299	0.070663922271441	0.415857778240454
ENSDARG00000001880	stx3a	5.9	7.30333333333333	0.404520052723053	0.022446934131236	0.236554437881363
ENSDARG00000001881	cacnb3a	0.2	0.15	-0.398498321464851	0.408833992115551	0.859715300217067
ENSDARG00000001882	kbtbd12	1.93333333333333	0.816666666666667	-1.33338357025896	0.011667231635027	0.168537706437716
ENSDARG00000001888	ppm1ba	19.7466666666667	23.5933333333333	0.347091510818879	0.051168254893375	0.356696103202388
ENSDARG00000001889	tuba1a	322.743333333333	228.88	-0.40588220440815	0.012242912145592	0.172971924639491
ENSDARG00000001890	STT3B	37.9966666666667	33.74	-0.008377049390818	0.968750627906385	1
ENSDARG00000001891	syt14b	0.37	0.306666666666667	-0.246236774238715	0.593278012173811	0.995011583702823
ENSDARG00000001897	man2b1	26.26	30.03	0.284239534493484	0.101938209466974	0.489170994466152
ENSDARG00000001898	manea	6.03	5.6	-0.024100311440005	0.885069553162943	1
ENSDARG00000001906	si:dkey-247m21.3	0.18	0.036666666666667	-1.75672477048358	0.049298437576075	0.350057378257585
ENSDARG00000001909	VILL	1.67	0.84	-0.864543370797197	0.046927319422568	0.341598706662973
ENSDARG00000001910	rorab	7.87333333333333	6.63	-0.168367708140839	0.284401385656068	0.753896408237885
ENSDARG00000001912	drd4-rs	0.706666666666667	0.616666666666667	-0.103759183157214	0.776695257156084	1
ENSDARG00000001913	palmda	4.25	5.5	0.46212046484259	0.021955680990265	0.233821799717003
ENSDARG00000001929	pink1	3.41	2.94666666666667	-0.119805770379715	0.51229397788416	0.942520295417496
ENSDARG00000001930	klhl15	6.11333333333333	6.07333333333333	0.081607719700367	0.6734902868104	1
ENSDARG00000001933	prkag2b	0.97	0.596666666666667	-0.770887798376612	0.039455293845483	0.313662691736667
ENSDARG00000001937	CABZ01043017.1	4.84333333333333	4.47	-0.030051742474481	0.862055069780255	1
ENSDARG00000001939	b3gat3	11.0766666666667	10.8133333333333	0.138903428952226	0.576745831269343	0.985012768818233
ENSDARG00000001940	dnajc1	28.98	34.9866666666667	0.359950231937258	0.017892180498639	0.209325845275841
ENSDARG00000001950	ak1	295.223333333333	185.39	-0.61745894441119	0.080387375549855	0.44192935424413
ENSDARG00000001953	pfkfb3	2.92	3.26666666666667	-0.142084758627916	0.595507640369312	0.99632948898563
ENSDARG00000001968	dock5	3.05333333333333	2.81333333333333	-0.073387044753323	0.707235741272273	1
ENSDARG00000001969	txlng	14.6666666666667	13.6533333333333	-0.015152388551564	0.920790951749955	1
ENSDARG00000001971	cthrc1b	0.066666666666667	0.083333333333333	0.313727655823738	0.946404617873164	1
ENSDARG00000001975	hsd11b2	2	1.51333333333333	-0.328097244243183	0.147332378199536	0.581446040052769
ENSDARG00000001976	fkbp16	3.32	3.90666666666667	0.298630076291267	0.362557159594468	0.838763325822317
ENSDARG00000001993	myhb	0.35	0.59	0.784526511909482	0.033888165555248	0.292488232828892
ENSDARG00000001994	stxbp1a	21.2033333333333	17.7466666666667	-0.16963905668214	0.215444764373919	0.67373030351691
ENSDARG00000001999	adamts18	3.54333333333333	3.34	-0.001866894331109	0.991412296469339	1
ENSDARG00000002002	lmcd1	2.85	3.35	0.28935792540341	0.215092180028537	0.673553653625254
ENSDARG00000002006	rxrbb	13.35	12.02	-0.016779314138189	0.926520417635297	1
ENSDARG00000002013	grb10a	11.9433333333333	12.9533333333333	0.202490515368833	0.165254829619784	0.603358360226229
ENSDARG00000002016	ppil2	24.1833333333333	20.1966666666667	-0.162436351048734	0.37891554767327	0.850992854994095
ENSDARG00000002020	rictorb	3.7	3.23	-0.124761463097995	0.476874201457028	0.914224445235088
ENSDARG00000002021	pygb	9.43	8.8	-0.008085606279279	0.961129829029733	1
ENSDARG00000002026	qkib	5.01333333333333	3.62	-0.369508444106111	0.180398371389866	0.619356073054448
ENSDARG00000002031	tox4a	13.29	13.8766666666667	0.220556866016001	0.349542723750976	0.824401031126219
ENSDARG00000002037	pfkfb2b	0.91	0.526666666666667	-0.718188801573995	0.034112830925043	0.293312395617878
ENSDARG00000002060	brf2	10.18	42.64	1.97732763479356	7.13077148072376e-07	0.00088590347814
ENSDARG00000002071	adss	13.7033333333333	9.09666666666667	-0.540700104517533	0.115415644807844	0.520447187378278
ENSDARG00000002077	mnat1	6.70666666666667	7.09333333333333	0.166813154010734	0.448454477564553	0.889784421344359
ENSDARG00000002082	csnk2a1	71.8266666666667	77.72	0.201580604923876	0.163121995787177	0.600855546728656
ENSDARG00000002084	lamb2	18.99	15.7933333333333	-0.177336604644829	0.225532825188901	0.681404640357506
ENSDARG00000002097	si:dkeyp-52c3.7	0.353333333333333	0.163333333333333	-0.778980810351017	0.562216287165547	0.980453680741483
ENSDARG00000002127	stam	20.1233333333333	17.79	-0.059120333200215	0.784972965762442	1
ENSDARG00000002128	cwf19l1	19.78	19.16	0.05090481160528	0.790302818090559	1
ENSDARG00000002131	celf2	20.8766666666667	12.6633333333333	-0.632486085232396	0.000489369826563	0.031107706320446
ENSDARG00000002165	psme1	0.276666666666667	1.15333333333333	2.11507628698726	0.000128503543178	0.014063410101712
ENSDARG00000002167	cacnb1	8.89333333333333	7.84	-0.095286992729191	0.5800977124315	0.986757591259713
ENSDARG00000002168	tra2b	27.2	32.3233333333333	0.341271312726524	0.023864533290236	0.245324012812826
ENSDARG00000002172	aplnra	17.83	19.5466666666667	0.218456057666701	0.144786696220431	0.577543301421786
ENSDARG00000002174	itfg2	5.84	3.13	-0.778948644732486	0.003728991841291	0.091351694745835
ENSDARG00000002184	igbp1	21.2733333333333	20.2966666666667	0.058886733744242	0.778675574743252	1
ENSDARG00000002190	chmp2bb	38.6066666666667	35.4366666666667	-0.032117270002105	0.825897919598984	1
ENSDARG00000002192	aspn	1.03	0.58	-0.481486877812897	0.249184193041349	0.711600519708379
ENSDARG00000002193	rho	0.05	0.006666666666667	-2.15485517917485	0.1600561307695	0.597854515202471
ENSDARG00000002194	rhd	3.20333333333333	0.91	-1.72650138145878	2.89467058829171e-05	0.0061336914487
ENSDARG00000002196	bach1b	8.54333333333333	6.97333333333333	-0.143373376904815	0.517320457541829	0.947117252735535
ENSDARG00000002197	pygl	2.43333333333333	2.34666666666667	0.029232273608435	0.880014255260123	1
ENSDARG00000002204	hspb11	15.2166666666667	24.5366666666667	0.843954107275493	0.02274204276685	0.238285740294454
ENSDARG00000002210	stk25a	1.51333333333333	1.48	0.108758626371012	0.670408565148836	1
ENSDARG00000002213	invs	2.37666666666667	1.95333333333333	-0.196381775647362	0.304535521681251	0.777484601705289
ENSDARG00000002215	rtca	59.4766666666667	47.7333333333333	-0.160359588453287	0.48300059794521	0.920258453051816
ENSDARG00000002216	tbx3a	10.4	11.87	0.153602586585953	0.511934380284767	0.942403863567302
ENSDARG00000002217	scocb	21.4233333333333	19.64	-0.039445324889761	0.778737809343464	1
ENSDARG00000002219	si:dkey-103j14.5	0.67	0.836666666666667	0.267976544799197	0.427406165321305	0.872426877771287
ENSDARG00000002220	C5H9orf78	20.6866666666667	28.9666666666667	0.437946083476177	0.031790916359704	0.285583317992908
ENSDARG00000002230	sypb	4.69	3.77	-0.219237091182986	0.293498588941218	0.764270132254545
ENSDARG00000002231	PPAP2C (1 of 2)	5.06333333333333	5.41333333333333	0.17946314603943	0.393929237419615	0.8532864669209
ENSDARG00000002235	mmp14a	11.8666666666667	12.9666666666667	0.212871366382988	0.231014696301726	0.688353764326446
ENSDARG00000002240	psmb6	73.1133333333333	67.7866666666667	-0.018825021541604	0.934280220580377	1
ENSDARG00000002241	KCNA2 (1 of 2)	0.22	0.08	-1.39671564358888	0.028946294317662	0.272093457831928
ENSDARG00000002249	tbxas1	2.09333333333333	1.70333333333333	-0.136945825383952	0.706504765656541	1
ENSDARG00000002255	epb41l3a	4.45	2.90666666666667	-0.523188042450685	0.007661188837059	0.135547711607683
ENSDARG00000002259	ca15c	0	0	0	1	1
ENSDARG00000002264	mrpl41	18.1133333333333	17.2633333333333	0.012360181653742	0.935478083055627	1
ENSDARG00000002267	dcaf13	30.14	38.5533333333333	0.449421581353868	0.045211058457548	0.33550777499099
ENSDARG00000002271	zfand5b	37.6966666666667	32.02	-0.150043695309274	0.45440984687125	0.894799381271792
ENSDARG00000002285	mcoln1a	10.2666666666667	8.87666666666667	-0.102027808788319	0.538864213004105	0.964196324608558
ENSDARG00000002293	si:ch211-197g15.9	0.02	0.003333333333333	-0.995313729850014	0.576081013020681	0.98454853182318
ENSDARG00000002295	si:dkey-21p1.3	0.053333333333333	0.026666666666667	0.411320709843268	0.682581589762017	1
ENSDARG00000002298	ankrd22	3.01666666666667	3.22666666666667	0.125445209618175	0.675851533636568	1
ENSDARG00000002299	arsh	2.66333333333333	2.50666666666667	0.009810186394335	0.967324773828547	1
ENSDARG00000002300	p2rx2	0.093333333333333	0.1	-0.23092660251657	0.827235229150158	1
ENSDARG00000002304	gins2	23.5933333333333	19.3666666666667	-0.191279365023703	0.293230998787598	0.764262838070925
ENSDARG00000002305	me3	27.1133333333333	19.32	-0.398321919609549	0.056290227428704	0.373446828522978
ENSDARG00000002311	fabp11b	2.30333333333333	0.2	-6.46725217428325	1.35866977298122e-05	0.004120910120013
ENSDARG00000002330	lhx8a	0.626666666666667	0.416666666666667	-0.535565551980811	0.198874198315788	0.648895743358575
ENSDARG00000002332	frmd6	10.0466666666667	10.1933333333333	0.091909600784669	0.576100162983168	0.98454853182318
ENSDARG00000002333	fam102bb	13.4433333333333	9.72	-0.376648053578724	0.04538481475854	0.336114419808069
ENSDARG00000002336	dlc	20.4366666666667	15.8533333333333	-0.276613330432071	0.071501586536722	0.418325854640755
ENSDARG00000002339	ccdc101	8.48	8.01666666666667	0.003985564133914	0.980539867704065	1
ENSDARG00000002344	tubb4b	639.466666666667	487.626666666667	-0.303061359090545	0.030071392733703	0.27750902474362
ENSDARG00000002347	cyp11a1	3.32	11.9233333333333	2.12955159756248	6.49549721490631e-05	0.009445757981878
ENSDARG00000002353	tagapa	0.29	0.28	0.052424390753453	0.895187410615009	1
ENSDARG00000002355	shpk	1.16666666666667	0.94	-0.194620538933752	0.50045840311188	0.934128400181927
ENSDARG00000002362	ubald1a	8.66333333333333	9.05666666666667	0.147372463381343	0.349510984433547	0.82438722568917
ENSDARG00000002365	cers5	19.1666666666667	23	0.34652009080455	0.017674744914863	0.208472521294674
ENSDARG00000002369	si:ch211-202a12.4	138.363333333333	128.783333333333	-0.064339996701834	0.748902346298271	1
ENSDARG00000002377	mief2	11.57	13.3933333333333	-0.264374893127341	0.435518414568293	0.879079505587313
ENSDARG00000002385	atm	3.85666666666667	3.00333333333333	-0.247716271787664	0.321960462276428	0.793509278461881
ENSDARG00000002391	tlcd1	0.96	1.27666666666667	0.42543405485287	0.503480091579864	0.936037972944772
ENSDARG00000002394	ugt5d1	0.013333333333333	0.013333333333333	-1.43996570802393	0.327258197865111	0.799808978420048
ENSDARG00000002396	cry-dash	13.4033333333333	11.41	-0.168767435137844	0.559733691028181	0.978581404159777
ENSDARG00000002401	gale	22.25	21.6633333333333	0.049789026395339	0.80474351145415	1
ENSDARG00000002402	ercc3	12.1533333333333	5.8	-1.00469191580181	0.000145667362855	0.014868809310347
ENSDARG00000002403	nusap1	74.5033333333333	74.2833333333333	0.084826597167388	0.579632192496557	0.986757591259713
ENSDARG00000002405	si:ch211-225b11.1	4.68666666666667	3.68333333333333	-0.308322271473012	0.243009727783255	0.703429449255892
ENSDARG00000002406	zmynd10	2.05666666666667	1.95	-0.009363234424264	0.975223250898208	1
ENSDARG00000002411	pde4cb	3.92	3.30333333333333	-0.341297191783921	0.137578895349346	0.562882204546586
ENSDARG00000002445	prdm1a	10.52	14.27	0.527086290222047	0.000968121222359	0.045288984456109
ENSDARG00000002463	arhgef37	7.81333333333333	9.9	0.427043025635865	0.013455942217174	0.182509110643249
ENSDARG00000002467	rdh14b	9.31	10.5766666666667	0.269462748256337	0.119734803197688	0.528289592329837
ENSDARG00000002479	ercc6l	20.3233333333333	14.5566666666667	-0.388914729164937	0.019809402346747	0.221125144247055
ENSDARG00000002483	WNT7A (1 of 2)	2.29333333333333	2.69	0.320266808597711	0.11902351993295	0.526903258174126
ENSDARG00000002487	noc3l	21.73	25.5866666666667	0.335676182486776	0.225561515029066	0.681413163453866
ENSDARG00000002494	itgb6	4.65333333333333	2.84666666666667	-0.616355378115438	0.003956096336092	0.094233208687754
ENSDARG00000002506	C7H16orf87	32.1233333333333	40.91	0.432640453987963	0.016024567736065	0.198694095784586
ENSDARG00000002507	itga10	1.19	1.81	0.685751675301217	0.011315193172063	0.165224647845335
ENSDARG00000002508	ankrd33ab	0.153333333333333	0.31	1.09211895822627	0.0591072739011	0.381804364103283
ENSDARG00000002509	zgc:153911	0.68	0.83	0.457473639753263	0.337575191377795	0.811456642885274
ENSDARG00000002510	dmbx1b	4.78	3.26666666666667	-0.422694110018174	0.091832497939063	0.468572797355501
ENSDARG00000002523	hsdl2	29.9833333333333	24.54	-0.20731981980439	0.443741306677995	0.88624776407412
ENSDARG00000002533	adora2b	6.74666666666667	6.92666666666667	0.126217374816476	0.558837307047503	0.978303194675781
ENSDARG00000002536	tm9sf4	40.5666666666667	41.7433333333333	0.128275745849219	0.407086468035208	0.859715300217067
ENSDARG00000002538	smu1a	33.0866666666667	37.3666666666667	0.265400566118215	0.207388600967294	0.661424282406297
ENSDARG00000002546	rundc3ab	2.79333333333333	2.18	-0.272332996463841	0.205278204315294	0.658692730527089
ENSDARG00000002549	eif3eb	8.12333333333333	5.78333333333333	-0.393382881176919	0.048764802205405	0.348715962424724
ENSDARG00000002552	mapkapk2a	43.29	49.5233333333333	0.296291935147435	0.107467854462431	0.502969934017212
ENSDARG00000002564	syngr1a	7.90333333333333	5.83333333333333	-0.359903324166684	0.118406734381327	0.525854032888315
ENSDARG00000002571	tmod2	31.8966666666667	30.9266666666667	0.046400995378105	0.745874195119776	1
